rank,uid,username,type
1,343891160,Jezza,舰长
2,2997664,Anemone海葵葵,舰长
3,8334609,浅弑丶,舰长
4,452140556,小蓝voi,舰长
5,8064015,四宫祐椛,舰长
6,6510909,彩色熊猫Aowu,舰长
