rank,uid,username,type
1,343891160,伊磨YlMA,舰长
2,1177572366,Tonyowo,舰长
3,452140556,小蓝voi,舰长
4,482040433,娇妮噗噗,舰长
5,198340846,是猫不是桃,舰长
6,418104348,天空上的星,舰长
7,251125135,慕ki慕ki,舰长
8,504839844,霹雳火焰1,舰长
9,6510909,彩色熊猫Aowu,舰长
10,2997664,Anemone海葵葵,舰长
11,399646641,搬不动砖了,舰长
12,272039577,蚂蚁座的菜刀,舰长
13,249162850,瑞瑞6860,舰长
14,45134244,EngineerXX叉叉,舰长
